Company	Product	Implemented	Accelerator
Virtuoso Virtual Assistants	QlikView	True	TuneUp Your QlikView
Virtuoso Virtual Assistants	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Virtuoso Virtual Assistants	Tableau	True	TuneUp Your Tableau
Virtuoso Virtual Assistants	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
HomeHaven	Alteryx	True	TuneUp Your Alteryx
HomeHaven	Google Data Studio	True	TuneUp Your Google Data Studio
HomeHaven	Jira Service Management	True	TuneUp Your Jira Service Management
HomeHaven	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
HomeHaven	ServiceNow	True	TuneUp Your ServiceNow
HomeHaven	Tableau	True	TuneUp Your Tableau
HomeHaven	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Healthy Habits	Alteryx	True	TuneUp Your Alteryx
Healthy Habits	Domo	True	TuneUp Your Domo
Healthy Habits	Freshdesk	True	TuneUp Your Freshdesk
Healthy Habits	Freshservice	True	TuneUp Your Freshservice
Healthy Habits	Google Data Studio	True	TuneUp Your Google Data Studio
Healthy Habits	HappyFox	True	TuneUp Your HappyFox
Healthy Habits	HubSpot Service Hub	True	TuneUp Your HubSpot Service Hub
Healthy Habits	Intercom	True	TuneUp Your Intercom
Healthy Habits	Jira Service Management	True	TuneUp Your Jira Service Management
Healthy Habits	Looker	True	TuneUp Your Looker
Healthy Habits	Power BI	True	TuneUp Your Power BI
Healthy Habits	QlikView	True	TuneUp Your QlikView
Healthy Habits	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Healthy Habits	SAP Analytics Cloud	True	TuneUp Your SAP Analytics Cloud
Healthy Habits	ServiceNow	True	TuneUp Your ServiceNow
Healthy Habits	Sisense	True	TuneUp Your Sisense
Healthy Habits	Tableau	True	TuneUp Your Tableau
Healthy Habits	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Healthy Habits	Zendesk	True	TuneUp Your Zendesk
TauTies	Alteryx	True	TuneUp Your Alteryx
TauTies	Google Data Studio	True	TuneUp Your Google Data Studio
TauTies	Jira Service Management	True	TuneUp Your Jira Service Management
TauTies	Power BI	True	TuneUp Your Power BI
TauTies	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
TauTies	ServiceNow	True	TuneUp Your ServiceNow
TauTies	Tableau	True	TuneUp Your Tableau
TauTies	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
HotelHaven	Alteryx	True	TuneUp Your Alteryx
HotelHaven	Freshdesk	True	TuneUp Your Freshdesk
HotelHaven	Google Data Studio	True	TuneUp Your Google Data Studio
HotelHaven	HappyFox	False	Jumpstart Your HappyFox
HotelHaven	Jira Service Management	True	TuneUp Your Jira Service Management
HotelHaven	QlikView	True	TuneUp Your QlikView
HotelHaven	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
HotelHaven	Tableau	True	TuneUp Your Tableau
HotelHaven	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Ace Athletics	Alteryx	True	TuneUp Your Alteryx
Ace Athletics	Google Data Studio	True	TuneUp Your Google Data Studio
Ace Athletics	Jira Service Management	True	TuneUp Your Jira Service Management
Ace Athletics	Power BI	True	TuneUp Your Power BI
Ace Athletics	QlikView	True	TuneUp Your QlikView
Ace Athletics	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Ace Athletics	Tableau	True	TuneUp Your Tableau
Ace Athletics	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
ChiCheese	Alteryx	True	TuneUp Your Alteryx
ChiCheese	Google Data Studio	True	TuneUp Your Google Data Studio
ChiCheese	Jira Service Management	True	TuneUp Your Jira Service Management
ChiCheese	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
ChiCheese	ServiceNow	True	TuneUp Your ServiceNow
ChiCheese	Tableau	True	TuneUp Your Tableau
ChiCheese	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
ZipZap Deliveries	Alteryx	True	TuneUp Your Alteryx
ZipZap Deliveries	Google Data Studio	True	TuneUp Your Google Data Studio
ZipZap Deliveries	Jira Service Management	True	TuneUp Your Jira Service Management
ZipZap Deliveries	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
ZipZap Deliveries	ServiceNow	True	TuneUp Your ServiceNow
ZipZap Deliveries	Tableau	True	TuneUp Your Tableau
ZipZap Deliveries	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
TechTonic	Alteryx	True	TuneUp Your Alteryx
TechTonic	Google Data Studio	True	TuneUp Your Google Data Studio
TechTonic	Jira Service Management	True	TuneUp Your Jira Service Management
TechTonic	Power BI	True	TuneUp Your Power BI
TechTonic	QlikView	True	TuneUp Your QlikView
TechTonic	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
TechTonic	ServiceNow	True	TuneUp Your ServiceNow
TechTonic	Tableau	True	TuneUp Your Tableau
TechTonic	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Optimal Outcomes	Alteryx	True	TuneUp Your Alteryx
Optimal Outcomes	Google Data Studio	True	TuneUp Your Google Data Studio
Optimal Outcomes	Jira Service Management	True	TuneUp Your Jira Service Management
Optimal Outcomes	Power BI	True	TuneUp Your Power BI
Optimal Outcomes	QlikView	True	TuneUp Your QlikView
Optimal Outcomes	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Optimal Outcomes	ServiceNow	True	TuneUp Your ServiceNow
Optimal Outcomes	Tableau	True	TuneUp Your Tableau
Optimal Outcomes	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Knowledgeable Knits	Alteryx	True	TuneUp Your Alteryx
Knowledgeable Knits	Google Data Studio	True	TuneUp Your Google Data Studio
Knowledgeable Knits	Jira Service Management	True	TuneUp Your Jira Service Management
Knowledgeable Knits	Power BI	True	TuneUp Your Power BI
Knowledgeable Knits	QlikView	True	TuneUp Your QlikView
Knowledgeable Knits	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Knowledgeable Knits	Tableau	True	TuneUp Your Tableau
Knowledgeable Knits	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
ThetaTheater	Alteryx	True	TuneUp Your Alteryx
ThetaTheater	Freshdesk	True	TuneUp Your Freshdesk
ThetaTheater	Google Data Studio	True	TuneUp Your Google Data Studio
ThetaTheater	HappyFox	True	TuneUp Your HappyFox
ThetaTheater	Jira Service Management	True	TuneUp Your Jira Service Management
ThetaTheater	QlikView	True	TuneUp Your QlikView
ThetaTheater	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
ThetaTheater	Tableau	True	TuneUp Your Tableau
ThetaTheater	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
UpsilonUnderwear	Alteryx	True	TuneUp Your Alteryx
UpsilonUnderwear	Google Data Studio	True	TuneUp Your Google Data Studio
UpsilonUnderwear	Jira Service Management	True	TuneUp Your Jira Service Management
UpsilonUnderwear	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
UpsilonUnderwear	ServiceNow	True	TuneUp Your ServiceNow
UpsilonUnderwear	Tableau	True	TuneUp Your Tableau
UpsilonUnderwear	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
KidKonnect	Alteryx	True	TuneUp Your Alteryx
KidKonnect	Freshdesk	False	Jumpstart Your Freshdesk
KidKonnect	Google Data Studio	True	TuneUp Your Google Data Studio
KidKonnect	Jira Service Management	True	TuneUp Your Jira Service Management
KidKonnect	QlikView	True	TuneUp Your QlikView
KidKonnect	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
KidKonnect	Tableau	True	TuneUp Your Tableau
KidKonnect	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Innovative Ideas	Alteryx	True	TuneUp Your Alteryx
Innovative Ideas	Google Data Studio	True	TuneUp Your Google Data Studio
Innovative Ideas	Jira Service Management	True	TuneUp Your Jira Service Management
Innovative Ideas	Power BI	True	TuneUp Your Power BI
Innovative Ideas	QlikView	True	TuneUp Your QlikView
Innovative Ideas	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Innovative Ideas	ServiceNow	True	TuneUp Your ServiceNow
Innovative Ideas	Tableau	True	TuneUp Your Tableau
Innovative Ideas	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
OmicronOrganics	Alteryx	True	TuneUp Your Alteryx
OmicronOrganics	Google Data Studio	True	TuneUp Your Google Data Studio
OmicronOrganics	Jira Service Management	True	TuneUp Your Jira Service Management
OmicronOrganics	Power BI	True	TuneUp Your Power BI
OmicronOrganics	QlikView	True	TuneUp Your QlikView
OmicronOrganics	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
OmicronOrganics	Tableau	True	TuneUp Your Tableau
OmicronOrganics	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
TrendyTech	Alteryx	True	TuneUp Your Alteryx
TrendyTech	Domo	True	TuneUp Your Domo
TrendyTech	Freshdesk	True	TuneUp Your Freshdesk
TrendyTech	Freshservice	True	TuneUp Your Freshservice
TrendyTech	Google Data Studio	True	TuneUp Your Google Data Studio
TrendyTech	HappyFox	False	Jumpstart Your HappyFox
TrendyTech	HubSpot Service Hub	True	TuneUp Your HubSpot Service Hub
TrendyTech	Intercom	True	TuneUp Your Intercom
TrendyTech	Jira Service Management	True	TuneUp Your Jira Service Management
TrendyTech	Looker	True	TuneUp Your Looker
TrendyTech	Power BI	True	TuneUp Your Power BI
TrendyTech	QlikView	True	TuneUp Your QlikView
TrendyTech	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
TrendyTech	SAP Analytics Cloud	True	TuneUp Your SAP Analytics Cloud
TrendyTech	ServiceNow	True	TuneUp Your ServiceNow
TrendyTech	Sisense	True	TuneUp Your Sisense
TrendyTech	Tableau	True	TuneUp Your Tableau
TrendyTech	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
TrendyTech	Zendesk	True	TuneUp Your Zendesk
Xceptional Xeroxing	Alteryx	True	TuneUp Your Alteryx
Xceptional Xeroxing	Google Data Studio	True	TuneUp Your Google Data Studio
Xceptional Xeroxing	Jira Service Management	True	TuneUp Your Jira Service Management
Xceptional Xeroxing	Power BI	True	TuneUp Your Power BI
Xceptional Xeroxing	QlikView	True	TuneUp Your QlikView
Xceptional Xeroxing	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Xceptional Xeroxing	ServiceNow	True	TuneUp Your ServiceNow
Xceptional Xeroxing	Tableau	True	TuneUp Your Tableau
Xceptional Xeroxing	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Brilliant Blooms	Alteryx	True	TuneUp Your Alteryx
Brilliant Blooms	Google Data Studio	True	TuneUp Your Google Data Studio
Brilliant Blooms	Jira Service Management	True	TuneUp Your Jira Service Management
Brilliant Blooms	Power BI	True	TuneUp Your Power BI
Brilliant Blooms	QlikView	True	TuneUp Your QlikView
Brilliant Blooms	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Brilliant Blooms	ServiceNow	True	TuneUp Your ServiceNow
Brilliant Blooms	Tableau	True	TuneUp Your Tableau
Brilliant Blooms	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
GammaGames	Alteryx	True	TuneUp Your Alteryx
GammaGames	Google Data Studio	True	TuneUp Your Google Data Studio
GammaGames	Jira Service Management	True	TuneUp Your Jira Service Management
GammaGames	Power BI	True	TuneUp Your Power BI
GammaGames	QlikView	True	TuneUp Your QlikView
GammaGames	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
GammaGames	ServiceNow	True	TuneUp Your ServiceNow
GammaGames	Tableau	True	TuneUp Your Tableau
GammaGames	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
RadiantReady	Alteryx	True	TuneUp Your Alteryx
RadiantReady	Google Data Studio	True	TuneUp Your Google Data Studio
RadiantReady	Jira Service Management	True	TuneUp Your Jira Service Management
RadiantReady	Power BI	True	TuneUp Your Power BI
RadiantReady	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
RadiantReady	ServiceNow	True	TuneUp Your ServiceNow
RadiantReady	Tableau	True	TuneUp Your Tableau
RadiantReady	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Knowledge Navigators	Alteryx	True	TuneUp Your Alteryx
Knowledge Navigators	Freshdesk	True	TuneUp Your Freshdesk
Knowledge Navigators	Google Data Studio	True	TuneUp Your Google Data Studio
Knowledge Navigators	HappyFox	False	Jumpstart Your HappyFox
Knowledge Navigators	Jira Service Management	True	TuneUp Your Jira Service Management
Knowledge Navigators	QlikView	True	TuneUp Your QlikView
Knowledge Navigators	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Knowledge Navigators	Tableau	True	TuneUp Your Tableau
Knowledge Navigators	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
ZetaZen	Alteryx	True	TuneUp Your Alteryx
ZetaZen	Google Data Studio	True	TuneUp Your Google Data Studio
ZetaZen	Jira Service Management	True	TuneUp Your Jira Service Management
ZetaZen	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
ZetaZen	ServiceNow	True	TuneUp Your ServiceNow
ZetaZen	Tableau	True	TuneUp Your Tableau
ZetaZen	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
KaleidoscopeKids	Alteryx	True	TuneUp Your Alteryx
KaleidoscopeKids	Freshdesk	True	TuneUp Your Freshdesk
KaleidoscopeKids	Google Data Studio	True	TuneUp Your Google Data Studio
KaleidoscopeKids	Jira Service Management	True	TuneUp Your Jira Service Management
KaleidoscopeKids	QlikView	True	TuneUp Your QlikView
KaleidoscopeKids	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
KaleidoscopeKids	Tableau	True	TuneUp Your Tableau
KaleidoscopeKids	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Optimal Organics	Alteryx	True	TuneUp Your Alteryx
Optimal Organics	Google Data Studio	True	TuneUp Your Google Data Studio
Optimal Organics	Jira Service Management	True	TuneUp Your Jira Service Management
Optimal Organics	Power BI	True	TuneUp Your Power BI
Optimal Organics	QlikView	True	TuneUp Your QlikView
Optimal Organics	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Optimal Organics	Tableau	True	TuneUp Your Tableau
Optimal Organics	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Artistic Expressions	Alteryx	True	TuneUp Your Alteryx
Artistic Expressions	Freshdesk	False	Jumpstart Your Freshdesk
Artistic Expressions	Google Data Studio	True	TuneUp Your Google Data Studio
Artistic Expressions	Jira Service Management	True	TuneUp Your Jira Service Management
Artistic Expressions	QlikView	True	TuneUp Your QlikView
Artistic Expressions	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Artistic Expressions	Tableau	True	TuneUp Your Tableau
Artistic Expressions	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Ultimate University	Alteryx	True	TuneUp Your Alteryx
Ultimate University	Domo	True	TuneUp Your Domo
Ultimate University	Freshdesk	True	TuneUp Your Freshdesk
Ultimate University	Freshservice	True	TuneUp Your Freshservice
Ultimate University	Google Data Studio	True	TuneUp Your Google Data Studio
Ultimate University	HappyFox	True	TuneUp Your HappyFox
Ultimate University	HubSpot Service Hub	True	TuneUp Your HubSpot Service Hub
Ultimate University	Intercom	True	TuneUp Your Intercom
Ultimate University	Jira Service Management	True	TuneUp Your Jira Service Management
Ultimate University	Looker	True	TuneUp Your Looker
Ultimate University	Power BI	True	TuneUp Your Power BI
Ultimate University	QlikView	True	TuneUp Your QlikView
Ultimate University	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Ultimate University	SAP Analytics Cloud	True	TuneUp Your SAP Analytics Cloud
Ultimate University	ServiceNow	True	TuneUp Your ServiceNow
Ultimate University	Sisense	True	TuneUp Your Sisense
Ultimate University	Tableau	True	TuneUp Your Tableau
Ultimate University	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Ultimate University	Zendesk	True	TuneUp Your Zendesk
PiPizza	Alteryx	True	TuneUp Your Alteryx
PiPizza	Google Data Studio	True	TuneUp Your Google Data Studio
PiPizza	Jira Service Management	True	TuneUp Your Jira Service Management
PiPizza	Power BI	True	TuneUp Your Power BI
PiPizza	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
PiPizza	Tableau	True	TuneUp Your Tableau
PiPizza	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
UltimateUniversity	Alteryx	True	TuneUp Your Alteryx
UltimateUniversity	Domo	True	TuneUp Your Domo
UltimateUniversity	Freshdesk	True	TuneUp Your Freshdesk
UltimateUniversity	Freshservice	True	TuneUp Your Freshservice
UltimateUniversity	Google Data Studio	True	TuneUp Your Google Data Studio
UltimateUniversity	HappyFox	False	Jumpstart Your HappyFox
UltimateUniversity	HubSpot Service Hub	True	TuneUp Your HubSpot Service Hub
UltimateUniversity	Intercom	True	TuneUp Your Intercom
UltimateUniversity	Jira Service Management	True	TuneUp Your Jira Service Management
UltimateUniversity	Looker	True	TuneUp Your Looker
UltimateUniversity	Power BI	True	TuneUp Your Power BI
UltimateUniversity	QlikView	True	TuneUp Your QlikView
UltimateUniversity	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
UltimateUniversity	SAP Analytics Cloud	True	TuneUp Your SAP Analytics Cloud
UltimateUniversity	ServiceNow	True	TuneUp Your ServiceNow
UltimateUniversity	Sisense	True	TuneUp Your Sisense
UltimateUniversity	Tableau	True	TuneUp Your Tableau
UltimateUniversity	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
UltimateUniversity	Zendesk	True	TuneUp Your Zendesk
Youthful Yarns	Alteryx	True	TuneUp Your Alteryx
Youthful Yarns	Freshdesk	True	TuneUp Your Freshdesk
Youthful Yarns	Google Data Studio	True	TuneUp Your Google Data Studio
Youthful Yarns	HappyFox	True	TuneUp Your HappyFox
Youthful Yarns	Jira Service Management	True	TuneUp Your Jira Service Management
Youthful Yarns	QlikView	True	TuneUp Your QlikView
Youthful Yarns	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Youthful Yarns	Tableau	True	TuneUp Your Tableau
Youthful Yarns	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Eco-Friendly Cleaning Solutions	Alteryx	True	TuneUp Your Alteryx
Eco-Friendly Cleaning Solutions	Freshdesk	True	TuneUp Your Freshdesk
Eco-Friendly Cleaning Solutions	Google Data Studio	True	TuneUp Your Google Data Studio
Eco-Friendly Cleaning Solutions	HappyFox	False	Jumpstart Your HappyFox
Eco-Friendly Cleaning Solutions	Jira Service Management	True	TuneUp Your Jira Service Management
Eco-Friendly Cleaning Solutions	QlikView	True	TuneUp Your QlikView
Eco-Friendly Cleaning Solutions	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Eco-Friendly Cleaning Solutions	Tableau	True	TuneUp Your Tableau
Eco-Friendly Cleaning Solutions	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
PsiSocks	Alteryx	True	TuneUp Your Alteryx
PsiSocks	Google Data Studio	True	TuneUp Your Google Data Studio
PsiSocks	Jira Service Management	True	TuneUp Your Jira Service Management
PsiSocks	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
PsiSocks	ServiceNow	True	TuneUp Your ServiceNow
PsiSocks	Tableau	True	TuneUp Your Tableau
PsiSocks	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
DeltaDecor	Alteryx	True	TuneUp Your Alteryx
DeltaDecor	Domo	True	TuneUp Your Domo
DeltaDecor	Freshdesk	True	TuneUp Your Freshdesk
DeltaDecor	Freshservice	True	TuneUp Your Freshservice
DeltaDecor	Google Data Studio	True	TuneUp Your Google Data Studio
DeltaDecor	HappyFox	False	Jumpstart Your HappyFox
DeltaDecor	HubSpot Service Hub	True	TuneUp Your HubSpot Service Hub
DeltaDecor	Intercom	True	TuneUp Your Intercom
DeltaDecor	Jira Service Management	True	TuneUp Your Jira Service Management
DeltaDecor	Looker	True	TuneUp Your Looker
DeltaDecor	Power BI	True	TuneUp Your Power BI
DeltaDecor	QlikView	True	TuneUp Your QlikView
DeltaDecor	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
DeltaDecor	SAP Analytics Cloud	True	TuneUp Your SAP Analytics Cloud
DeltaDecor	ServiceNow	True	TuneUp Your ServiceNow
DeltaDecor	Sisense	True	TuneUp Your Sisense
DeltaDecor	Tableau	True	TuneUp Your Tableau
DeltaDecor	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
DeltaDecor	Zendesk	True	TuneUp Your Zendesk
Bountiful Books	Alteryx	True	TuneUp Your Alteryx
Bountiful Books	Freshdesk	True	TuneUp Your Freshdesk
Bountiful Books	Google Data Studio	True	TuneUp Your Google Data Studio
Bountiful Books	HappyFox	True	TuneUp Your HappyFox
Bountiful Books	Jira Service Management	True	TuneUp Your Jira Service Management
Bountiful Books	QlikView	True	TuneUp Your QlikView
Bountiful Books	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Bountiful Books	Tableau	True	TuneUp Your Tableau
Bountiful Books	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
PsiPlants	Alteryx	True	TuneUp Your Alteryx
PsiPlants	Google Data Studio	True	TuneUp Your Google Data Studio
PsiPlants	Jira Service Management	True	TuneUp Your Jira Service Management
PsiPlants	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
PsiPlants	ServiceNow	True	TuneUp Your ServiceNow
PsiPlants	Tableau	True	TuneUp Your Tableau
PsiPlants	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
GigaBytes Tech	Alteryx	True	TuneUp Your Alteryx
GigaBytes Tech	Google Data Studio	True	TuneUp Your Google Data Studio
GigaBytes Tech	Jira Service Management	True	TuneUp Your Jira Service Management
GigaBytes Tech	Looker	True	TuneUp Your Looker
GigaBytes Tech	Power BI	True	TuneUp Your Power BI
GigaBytes Tech	QlikView	True	TuneUp Your QlikView
GigaBytes Tech	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
GigaBytes Tech	SAP Analytics Cloud	True	TuneUp Your SAP Analytics Cloud
GigaBytes Tech	ServiceNow	True	TuneUp Your ServiceNow
GigaBytes Tech	Sisense	True	TuneUp Your Sisense
GigaBytes Tech	Tableau	True	TuneUp Your Tableau
GigaBytes Tech	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
GreenGlow	Alteryx	True	TuneUp Your Alteryx
GreenGlow	Freshdesk	True	TuneUp Your Freshdesk
GreenGlow	Google Data Studio	True	TuneUp Your Google Data Studio
GreenGlow	HappyFox	False	Jumpstart Your HappyFox
GreenGlow	Jira Service Management	True	TuneUp Your Jira Service Management
GreenGlow	QlikView	True	TuneUp Your QlikView
GreenGlow	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
GreenGlow	Tableau	True	TuneUp Your Tableau
GreenGlow	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Tech Titans	Alteryx	True	TuneUp Your Alteryx
Tech Titans	Domo	True	TuneUp Your Domo
Tech Titans	Google Data Studio	True	TuneUp Your Google Data Studio
Tech Titans	HubSpot Service Hub	True	TuneUp Your HubSpot Service Hub
Tech Titans	Intercom	True	TuneUp Your Intercom
Tech Titans	Jira Service Management	True	TuneUp Your Jira Service Management
Tech Titans	Looker	True	TuneUp Your Looker
Tech Titans	Power BI	True	TuneUp Your Power BI
Tech Titans	QlikView	True	TuneUp Your QlikView
Tech Titans	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Tech Titans	SAP Analytics Cloud	True	TuneUp Your SAP Analytics Cloud
Tech Titans	ServiceNow	True	TuneUp Your ServiceNow
Tech Titans	Sisense	True	TuneUp Your Sisense
Tech Titans	Tableau	True	TuneUp Your Tableau
Tech Titans	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Tech Titans	Zendesk	True	TuneUp Your Zendesk
NanoNails	Alteryx	True	TuneUp Your Alteryx
NanoNails	Google Data Studio	True	TuneUp Your Google Data Studio
NanoNails	Jira Service Management	True	TuneUp Your Jira Service Management
NanoNails	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
NanoNails	ServiceNow	True	TuneUp Your ServiceNow
NanoNails	Tableau	True	TuneUp Your Tableau
NanoNails	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
UltimateUtensils	Alteryx	True	TuneUp Your Alteryx
UltimateUtensils	Google Data Studio	True	TuneUp Your Google Data Studio
UltimateUtensils	Jira Service Management	True	TuneUp Your Jira Service Management
UltimateUtensils	Power BI	True	TuneUp Your Power BI
UltimateUtensils	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
UltimateUtensils	Tableau	True	TuneUp Your Tableau
UltimateUtensils	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Inspiring Instruments	Alteryx	True	TuneUp Your Alteryx
Inspiring Instruments	Google Data Studio	True	TuneUp Your Google Data Studio
Inspiring Instruments	Jira Service Management	True	TuneUp Your Jira Service Management
Inspiring Instruments	Power BI	True	TuneUp Your Power BI
Inspiring Instruments	QlikView	True	TuneUp Your QlikView
Inspiring Instruments	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Inspiring Instruments	Tableau	True	TuneUp Your Tableau
Inspiring Instruments	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
ZetaZumba	Alteryx	True	TuneUp Your Alteryx
ZetaZumba	Google Data Studio	True	TuneUp Your Google Data Studio
ZetaZumba	Jira Service Management	True	TuneUp Your Jira Service Management
ZetaZumba	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
ZetaZumba	ServiceNow	True	TuneUp Your ServiceNow
ZetaZumba	Tableau	True	TuneUp Your Tableau
ZetaZumba	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
MindMeld Therapy	Alteryx	True	TuneUp Your Alteryx
MindMeld Therapy	Google Data Studio	True	TuneUp Your Google Data Studio
MindMeld Therapy	Jira Service Management	True	TuneUp Your Jira Service Management
MindMeld Therapy	Power BI	True	TuneUp Your Power BI
MindMeld Therapy	QlikView	True	TuneUp Your QlikView
MindMeld Therapy	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
MindMeld Therapy	ServiceNow	True	TuneUp Your ServiceNow
MindMeld Therapy	Tableau	True	TuneUp Your Tableau
MindMeld Therapy	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Elegant Events	Alteryx	True	TuneUp Your Alteryx
Elegant Events	Freshdesk	False	Jumpstart Your Freshdesk
Elegant Events	Google Data Studio	True	TuneUp Your Google Data Studio
Elegant Events	Jira Service Management	True	TuneUp Your Jira Service Management
Elegant Events	QlikView	True	TuneUp Your QlikView
Elegant Events	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Elegant Events	Tableau	True	TuneUp Your Tableau
Elegant Events	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
OmegaOutdoors	Alteryx	True	TuneUp Your Alteryx
OmegaOutdoors	Freshdesk	True	TuneUp Your Freshdesk
OmegaOutdoors	Google Data Studio	True	TuneUp Your Google Data Studio
OmegaOutdoors	HappyFox	True	TuneUp Your HappyFox
OmegaOutdoors	Jira Service Management	True	TuneUp Your Jira Service Management
OmegaOutdoors	QlikView	True	TuneUp Your QlikView
OmegaOutdoors	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
OmegaOutdoors	Tableau	True	TuneUp Your Tableau
OmegaOutdoors	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
EchoEducation	Alteryx	True	TuneUp Your Alteryx
EchoEducation	Google Data Studio	True	TuneUp Your Google Data Studio
EchoEducation	Jira Service Management	True	TuneUp Your Jira Service Management
EchoEducation	Power BI	True	TuneUp Your Power BI
EchoEducation	QlikView	True	TuneUp Your QlikView
